,Weight(Pounds)
9967,151.3634
9968,115.9391
9969,122.6684
9970,129.398
9971,131.3191
9972,146.5547
9973,130.8332
9974,134.6229
9975,106.5463
9976,126.4078
9977,155.58
9978,128.5959
9979,129.645
9980,137.8281
9981,114.4926
9982,112.832
9983,96.50653
9984,117.9964
9985,104.1268
9986,101.9043
9987,112.5542
9988,130.3666
9989,143.2721
9990,114.482
9991,131.244
9992,129.6398
9993,123.0562
9994,127.6593
9995,124.3206
9996,128.9603
9997,142.5122
9998,108.6316
9999,133.3492
10000,132.9664
10001,123.9376
10002,129.7161
10003,128.5766
10004,121.5928
10005,125.2812
10006,120.2494
10007,127.063
10008,130.5886
10009,130.1037
10010,122.6824
10011,136.028
10012,116.112
10013,136.1992
10014,149.8957
10015,129.1077
10016,128.3355
10017,134.2009
10018,115.8225
10019,110.4108
10020,125.4093
10021,128.1898
10022,132.1717
10023,126.9163
10024,140.825
10025,115.5281
10026,96.43706
10027,126.941
10028,130.1329
10029,128.3837
10030,115.0221
10031,116.9754
10032,121.9965
10033,120.8401
10034,143.8223
10035,129.0103
10036,122.2173
10037,141.3748
10038,118.7482
10039,110.8342
10040,110.5325
10041,109.748
10042,139.8746
10043,144.8232
10044,112.8264
10045,117.0548
10046,117.7951
10047,143.5924
10048,113.766
10049,139.8559
10050,127.0394
10051,122.3093
10052,126.2598
10053,116.2435
10054,122.5856
10055,137.6504
10056,144.728
10057,126.1972
10058,114.0278
10059,114.2178
10060,100.0924
10061,113.2556
10062,121.5449
10063,138.5123
10064,124.0166
10065,118.2689
10066,128.3741
10067,106.923
10068,127.7381
10069,129.7535
10070,135.3436
10071,122.6572
10072,134.6498
10073,120.2336
10074,133.4493
10075,124.0263
10076,109.1716
10077,119.5972
10078,126.6369
10079,147.4028
10080,116.3942
10081,130.1238
10082,127.9459
10083,137.3847
10084,118.6287
10085,139.3241
10086,121.744
10087,118.7503
10088,122.1772
10089,120.6915
10090,126.0878
10091,124.8283
10092,135.3916
10093,132.7538
10094,128.4876
10095,130.5971
10096,109.9482
10097,124.0657
10098,126.4562
10099,115.5461
10100,130.1742
10101,153.457
10102,143.9246
10103,128.1908
10104,121.9802
10105,133.769
10106,121.3548
10107,121.7608
10108,133.3395
10109,134.2481
10110,133.3901
10111,155.4236
10112,132.6291
10113,128.9009
10114,113.6952
10115,122.5108
10116,132.9762
10117,122.8115
10118,120.1837
10119,114.333
10120,117.0024
10121,135.6679
10122,119.9401
10123,118.5771
10124,138.9753
10125,125.8526
10126,127.9198
10127,135.3065
10128,127.4039
10129,132.731
10130,133.7823
10131,126.6451
10132,115.8011
10133,126.4183
10134,119.9688
10135,119.7186
10136,124.1027
10137,119.4421
10138,121.9388
10139,129.2855
10140,124.5214
10141,130.1618
10142,122.5124
10143,140.5776
10144,126.527
10145,133.8104
10146,129.794
10147,130.9334
10148,124.2145
10149,114.1913
10150,142.5938
10151,137.0983
10152,138.8053
10153,135.4686
10154,122.0752
10155,131.0126
10156,131.643
10157,127.9027
10158,150.304
10159,126.4849
10160,123.5754
10161,134.417
10162,141.9618
10163,114.6332
10164,132.8267
10165,126.7765
10166,130.0852
10167,120.9892
10168,140.4862
10169,119.6273
10170,146.3814
10171,128.8718
10172,124.7247
10173,127.7586
10174,129.8294
10175,124.956
10176,117.2519
10177,134.5996
10178,119.5087
10179,105.3289
10180,130.0591
10181,120.9266
10182,130.4463
10183,107.8115
10184,115.348
10185,121.7045
10186,126.9701
10187,122.7364
10188,132.02
10189,138.8191
10190,131.4701
10191,125.8998
10192,130.0392
10193,118.855
10194,140.6105
10195,120.0773
10196,101.9022
10197,113.1315
10198,148.2058
10199,130.11
10200,128.1055
10201,126.9651
10202,142.3191
10203,134.4353
10204,100.585
10205,121.9217
10206,123.1625
10207,126.1745
10208,122.7293
10209,149.3332
10210,123.3415
10211,135.2847
10212,136.6994
10213,119.8992
10214,138.6481
10215,138.3052
10216,130.2502
10217,106.9839
10218,112.8812
10219,131.0616
10220,127.1889
10221,136.9817
10222,124.3849
10223,105.4043
10224,142.1276
10225,126.6438
10226,132.0612
10227,120.3019
10228,138.3934
10229,135.4125
10230,135.3096
10231,147.4595
10232,104.1591
10233,130.183
10234,170.924
10235,137.6953
10236,126.7758
10237,121.2638
10238,107.9584
10239,141.7463
10240,85.2904
10241,134.0838
10242,121.4215
10243,123.9749
10244,119.7992
10245,136.5876
10246,142.0396
10247,115.9108
10248,119.4981
10249,112.2153
10250,123.3502
10251,134.1796
10252,121.3348
10253,126.6744
10254,125.3719
10255,114.1675
10256,121.5455
10257,116.3663
10258,129.6804
10259,129.8436
10260,135.5642
10261,117.1969
10262,128.1107
10263,121.8602
10264,132.8915
10265,129.0739
10266,127.956
10267,145.4734
10268,142.8541
10269,117.397
10270,122.7009
10271,133.8413
10272,132.3972
10273,134.6856
10274,118.8709
10275,127.4662
10276,122.875
10277,120.3438
10278,120.0616
10279,126.5767
10280,116.4353
10281,124.8255
10282,131.768
10283,104.6366
10284,133.9997
10285,113.7654
10286,129.1861
10287,133.0796
10288,112.4891
10289,122.3352
10290,130.6425
10291,115.9772
10292,128.0432
10293,102.0383
10294,107.4868
10295,126.2217
10296,138.0343
10297,154.8517
10298,139.1714
10299,133.4281
10300,120.8693
10301,127.9823
10302,142.3762
10303,136.5009
10304,117.0553
10305,131.4211
10306,133.577
10307,131.9537
10308,119.9539
10309,119.3971
10310,112.8845
10311,152.5435
10312,127.7649
10313,112.9406
10314,134.1251
10315,119.3036
10316,127.3372
10317,112.7935
10318,127.7199
10319,114.1688
10320,112.2987
10321,127.7632
10322,115.089
10323,146.5881
10324,128.8973
10325,155.8189
10326,124.0938
10327,119.0578
10328,145.3193
10329,127.8689
10330,164.6643
10331,137.2025
10332,118.0081
10333,154.0079
10334,125.3284
10335,119.87
10336,110.174
10337,131.5455
10338,129.1584
10339,112.434
10340,109.9387
10341,135.8476
10342,118.8617
10343,114.1638
10344,131.1821
10345,134.7602
10346,144.3025
10347,144.5143
10348,118.2572
10349,123.8437
10350,117.1863
10351,125.0196
10352,117.0472
10353,145.6988
10354,109.8113
10355,127.9516
10356,126.4042
10357,141.4678
10358,111.9139
10359,120.6343
10360,111.267
10361,131.52
10362,134.6582
10363,130.5531
10364,137.8314
10365,108.9052
10366,138.0502
10367,127.1719
10368,129.8178
10369,124.1497
10370,126.4281
10371,146.2621
10372,116.2159
10373,127.6167
10374,131.5767
10375,118.3779
10376,121.6926
10377,128.8569
10378,105.9897
10379,123.0402
10380,134.6779
10381,120.4772
10382,125.3584
10383,108.1225
10384,133.6881
10385,132.93
10386,132.8924
10387,132.9931
10388,132.2668
10389,131.4445
10390,122.1146
10391,128.0491
10392,126.5975
10393,132.7775
10394,135.9033
10395,119.438
10396,112.0482
10397,134.7475
10398,121.2823
10399,135.1788
10400,126.2248
10401,144.7622
10402,137.0526
10403,127.039
10404,132.575
10405,98.74301
10406,120.0619
10407,135.6257
10408,109.7989
10409,152.7759
10410,126.2462
10411,129.6398
10412,114.8749
10413,126.6245
10414,133.0021
10415,107.7908
10416,131.0572
10417,131.565
10418,116.3407
10419,127.9629
10420,132.2874
10421,122.2456
10422,121.6909
10423,130.6004
10424,145.4424
10425,147.6645
10426,129.8921
10427,111.0552
10428,120.8376
10429,131.8412
10430,127.1526
10431,121.4738
10432,128.133
10433,139.1962
10434,138.9947
10435,133.4191
10436,133.8127
10437,133.6729
10438,120.6984
10439,126.7731
10440,99.07691
10441,137.0278
10442,135.0052
10443,142.6149
10444,130.7419
10445,133.4109
10446,133.5603
10447,134.5512
10448,143.2453
10449,128.1241
10450,145.2039
10451,114.185
10452,147.1321
10453,132.5095
10454,129.3881
10455,116.1438
10456,128.5783
10457,96.47744
10458,136.2149
10459,132.252
10460,141.576
10461,128.3205
10462,136.9935
10463,106.2064
10464,111.7218
10465,108.8598
10466,133.2337
10467,140.6289
10468,141.837
10469,139.7818
10470,102.3802
10471,115.0981
10472,119.8016
10473,128.0245
10474,119.2536
10475,129.5847
10476,124.8157
10477,89.64885
10478,125.9774
10479,124.3441
10480,138.0014
10481,131.6757
10482,139.2038
10483,118.5572
10484,117.444
10485,107.8873
10486,131.6555
10487,131.6005
10488,152.8456
10489,123.4257
10490,131.5125
10491,103.7577
10492,117.884
10493,104.3435
10494,129.9665
10495,117.6676
10496,149.1428
10497,116.9904
10498,126.0984
10499,128.0709
10500,149.4745
10501,96.67888
10502,124.5106
10503,119.0296
10504,140.9303
10505,156.8464
10506,115.1333
10507,135.0178
10508,127.901
10509,115.5248
10510,130.5978
10511,132.1751
10512,137.9209
10513,111.3935
10514,119.6711
10515,130.2555
10516,132.1774
10517,121.0721
10518,142.3127
10519,114.003
10520,107.6348
10521,115.4798
10522,135.7521
10523,133.3322
10524,135.9792
10525,120.999
10526,130.7498
10527,106.7904
10528,119.4901
10529,138.5418
10530,115.6044
10531,114.978
10532,134.8531
10533,141.9264
10534,113.2493
10535,139.6947
10536,147.2102
10537,145.238
10538,99.74502
10539,127.537
10540,143.0547
10541,122.2814
10542,142.2969
10543,118.0925
10544,157.4503
10545,114.4749
10546,138.1428
10547,110.327
10548,105.8284
10549,113.1916
10550,131.4344
10551,133.8064
10552,112.9803
10553,110.5975
10554,140.415
10555,148.9512
10556,127.3793
10557,133.9975
10558,130.0858
10559,132.0686
10560,131.0357
10561,132.2909
10562,135.4929
10563,111.8873
10564,119.7758
10565,121.937
10566,108.3441
10567,128.0101
10568,125.1485
10569,123.1231
10570,137.3777
10571,120.4912
10572,149.196
10573,139.6371
10574,128.1616
10575,143.5309
10576,136.6815
10577,132.2889
10578,129.2356
10579,127.5854
10580,119.8816
10581,121.7881
10582,118.0553
10583,129.4493
10584,132.1593
10585,130.8975
10586,112.5824
10587,134.9502
10588,126.3568
10589,121.9356
10590,131.6912
10591,126.2204
10592,126.7294
10593,130.1595
10594,126.0762
10595,152.4418
10596,122.4279
10597,135.6351
10598,124.7759
10599,132.6278
10600,131.6494
10601,117.8922
10602,127.8206
10603,114.609
10604,160.4871
10605,116.6834
10606,132.7443
10607,116.3161
10608,126.223
10609,124.4218
10610,131.0501
10611,149.5679
10612,127.8931
10613,127.9975
10614,131.2079
10615,113.5618
10616,137.0912
10617,114.8749
10618,127.9663
10619,119.2041
10620,134.1517
10621,120.7166
10622,131.7651
10623,137.5629
10624,124.5989
10625,129.6789
10626,115.1226
10627,118.4508
10628,137.0768
10629,128.8915
10630,117.8413
10631,98.9001
10632,140.0098
10633,138.604
10634,116.1544
10635,135.9816
10636,128.3036
10637,129.6223
10638,147.7052
10639,138.5239
10640,105.3225
10641,139.6806
10642,134.5343
10643,128.8816
10644,128.6228
10645,137.1312
10646,113.6698
10647,135.6615
10648,143.8953
10649,123.235
10650,112.1723
10651,121.2725
10652,129.2681
10653,129.3466
10654,137.6947
10655,113.665
10656,136.2898
10657,136.0332
10658,129.4758
10659,134.4689
10660,134.0858
10661,118.804
10662,116.5307
10663,120.3
10664,125.1578
10665,123.6758
10666,113.8706
10667,137.1728
10668,134.2724
10669,105.5331
10670,130.5761
10671,114.3528
10672,119.0173
10673,107.0877
10674,115.7306
10675,131.3143
10676,142.2989
10677,119.7157
10678,126.0792
10679,109.8464
10680,123.8695
10681,138.0155
10682,121.1209
10683,131.326
10684,130.0773
10685,119.9817
10686,100.5898
10687,137.938
10688,129.9947
10689,112.6174
10690,115.5253
10691,122.7969
10692,112.6967
10693,111.7273
10694,118.6681
10695,117.16
10696,133.9616
10697,122.8518
10698,126.6455
10699,155.0082
10700,119.7698
10701,138.4303
10702,129.3922
10703,113.1732
10704,141.5641
10705,129.6934
10706,121.8011
10707,136.2936
10708,133.1168
10709,113.589
10710,151.4674
10711,130.1973
10712,131.1705
10713,126.1547
10714,141.7215
10715,135.3223
10716,137.3825
10717,123.4866
10718,125.7816
10719,128.558
10720,153.3639
10721,137.359
10722,145.0339
10723,131.7444
10724,118.223
10725,126.1205
10726,118.117
10727,141.2216
10728,136.9215
10729,136.8241
10730,123.9501
10731,135.2617
10732,111.4056
10733,145.7175
10734,134.8925
10735,110.0183
10736,136.346
10737,111.5563
10738,141.4574
10739,139.7878
10740,124.4227
10741,122.8072
10742,152.6969
10743,115.7184
10744,101.7955
10745,121.2848
10746,121.361
10747,116.4417
10748,125.7158
10749,132.4746
10750,111.6939
10751,123.5312
10752,127.5459
10753,136.4338
10754,119.3141
10755,116.2143
10756,136.2302
10757,118.5162
10758,144.8074
10759,133.9436
10760,118.1453
10761,124.6569
10762,138.8325
10763,151.1101
10764,132.8338
10765,115.6681
10766,138.0712
10767,120.4559
10768,129.7117
10769,129.7364
10770,136.4177
10771,104.4748
10772,117.3571
10773,119.4079
10774,127.1652
10775,132.5724
10776,135.5198
10777,144.5847
10778,118.7027
10779,120.6235
10780,138.4163
10781,145.1544
10782,139.9157
10783,111.2522
10784,136.9029
10785,112.7127
10786,150.5891
10787,144.4128
10788,122.7131
10789,127.745
10790,123.5007
10791,125.8286
10792,152.2569
10793,133.3353
10794,115.6821
10795,128.1657
10796,131.2696
10797,123.7498
10798,112.0543
10799,133.7971
10800,118.631
10801,117.349
10802,130.0545
10803,120.5993
10804,130.557
10805,119.2439
10806,129.8738
10807,111.9499
10808,144.0961
10809,135.0814
10810,125.1865
10811,144.4402
10812,141.1153
10813,130.76
10814,107.3398
10815,122.4447
10816,123.7953
10817,129.5686
10818,147.6963
10819,128.8815
10820,118.5148
10821,135.0043
10822,126.834
10823,122.121
10824,147.7423
10825,118.9745
10826,119.1425
10827,143.318
10828,124.0098
10829,138.5522
10830,127.6665
10831,125.6018
10832,126.4684
10833,144.4394
10834,106.8881
10835,114.7144
10836,131.8536
10837,118.3222
10838,136.5044
10839,130.0111
10840,121.4558
10841,133.0912
10842,126.2769
10843,123.2416
10844,132.5108
10845,146.1178
10846,133.8041
10847,109.4272
10848,132.9664
10849,107.8609
10850,141.0786
10851,127.899
10852,135.2005
10853,116.2041
10854,134.3536
10855,118.188
10856,138.0298
10857,125.0373
10858,117.1214
10859,147.0445
10860,118.1839
10861,97.60294
10862,116.9524
10863,125.9388
10864,129.8029
10865,117.0323
10866,103.3172
10867,122.7412
10868,135.983
10869,127.5806
10870,136.1768
10871,114.2668
10872,133.7095
10873,124.5322
10874,122.5197
10875,119.9984
10876,145.7572
10877,127.3529
10878,124.4206
10879,142.2061
10880,133.4787
10881,121.2549
10882,111.2446
10883,145.5891
10884,141.238
10885,132.1882
10886,116.8532
10887,114.0862
10888,121.8853
10889,135.9697
10890,155.0147
10891,106.2489
10892,155.6542
10893,132.7484
10894,125.919
10895,130.8794
10896,139.5657
10897,124.0809
10898,120.1462
10899,136.0814
10900,126.6505
10901,122.1065
10902,119.7513
10903,123.6162
10904,130.892
10905,150.6921
10906,120.6348
10907,115.8133
10908,104.5201
10909,106.1436
10910,124.5469
10911,96.64915
10912,145.9472
10913,141.6018
10914,122.9415
10915,128.5828
10916,129.7861
10917,150.7782
10918,140.5096
10919,108.0159
10920,146.8392
10921,126.3141
10922,130.7129
10923,114.3258
10924,139.41
10925,137.3018
10926,121.4986
10927,126.7282
10928,103.2192
10929,123.0584
10930,139.3881
10931,132.2421
10932,107.6678
10933,115.914
10934,149.2678
10935,111.7485
10936,123.2045
10937,125.2815
10938,123.1627
10939,116.5253
10940,124.9536
10941,105.4156
10942,149.8862
10943,126.031
10944,144.2782
10945,137.2801
10946,127.0516
10947,137.4976
10948,156.4566
10949,128.557
10950,129.1064
10951,139.2973
10952,99.24033
10953,134.8079
10954,117.0954
10955,144.9647
10956,122.4646
10957,134.6232
10958,111.4813
10959,127.5446
10960,125.2224
10961,127.097
10962,140.903
10963,122.2685
10964,104.3895
10965,119.7403
10966,114.2336
10967,124.9368
10968,120.0237
10969,114.2686
10970,113.5902
10971,131.9956
10972,144.2397
10973,136.9907
10974,121.5164
10975,133.2628
10976,136.4346
10977,132.1319
10978,105.3348
10979,124.178
10980,138.7077
10981,121.048
10982,138.3578
10983,103.1035
10984,110.3958
10985,131.3595
10986,143.1785
10987,113.8072
10988,110.2655
10989,110.1398
10990,126.9757
10991,114.1426
10992,126.1809
10993,111.5822
10994,120.9969
10995,137.2248
10996,131.4479
10997,140.0745
10998,127.2456
10999,145.0778
11000,123.1591
11001,126.2002
11002,132.491
11003,105.6248
11004,117.6846
11005,138.4226
11006,118.7549
11007,134.815
11008,123.0811
11009,138.3514
11010,144.6941
11011,122.0263
11012,147.0324
11013,149.5895
11014,121.5026
11015,140.9001
11016,145.7199
11017,131.8399
11018,126.7618
11019,121.8591
11020,118.7126
11021,111.3351
11022,120.0023
11023,110.3399
11024,140.2681
11025,127.8518
11026,118.2103
11027,118.4708
11028,130.298
11029,109.852
11030,116.8769
11031,116.5006
11032,139.7074
11033,126.3293
11034,135.5659
11035,113.0076
11036,136.263
11037,118.7067
11038,153.5749
11039,119.7754
11040,133.2197
11041,121.7936
11042,132.8759
11043,123.9844
11044,124.3161
11045,134.6034
11046,137.4312
11047,130.2486
11048,124.8785
11049,119.6507
11050,113.7195
11051,127.4093
11052,130.9664
11053,109.2884
11054,129.9515
11055,151.926
11056,133.315
11057,115.4925
11058,106.4034
11059,142.9326
11060,120.5641
11061,122.7611
11062,133.0996
11063,131.7311
11064,113.8885
11065,123.3001
11066,133.2493
11067,106.1128
11068,132.2557
11069,124.7543
11070,136.6091
11071,105.848
11072,143.7073
11073,107.4109
11074,110.2616
11075,123.6866
11076,124.8594
11077,122.0489
11078,105.2913
11079,131.4938
11080,99.82706
11081,122.3891
11082,118.8598
11083,121.3917
11084,122.9715
11085,136.9345
11086,127.0724
11087,120.2966
11088,129.9461
11089,144.7071
11090,109.2457
11091,129.2687
11092,117.0722
11093,139.7228
11094,131.3516
11095,124.308
11096,137.9187
11097,135.5254
11098,137.8963
11099,138.739
11100,131.1518
11101,150.7507
11102,112.7742
11103,135.3841
11104,132.3072
11105,129.0537
11106,135.2684
11107,146.8202
11108,126.153
11109,130.0292
11110,137.6653
11111,124.2243
11112,129.0106
11113,124.8365
11114,130.9521
11115,143.4356
11116,123.3935
11117,133.9895
11118,131.8937
11119,118.8212
11120,110.1066
11121,149.6136
11122,145.2864
11123,135.4124
11124,114.3176
11125,127.931
11126,128.4151
11127,136.7033
11128,138.907
11129,135.2798
11130,127.7505
11131,130.823
11132,116.6434
11133,145.7155
11134,113.4681
11135,137.0928
11136,117.2929
11137,123.0777
11138,131.2152
11139,108.4437
11140,118.1043
11141,127.8296
11142,127.0117
11143,124.0249
11144,123.3187
11145,140.8299
11146,113.057
11147,144.0689
11148,148.2726
11149,120.6406
11150,133.3292
11151,133.8585
11152,96.74634
11153,134.0505
11154,144.4624
11155,119.1376
11156,125.5266
11157,113.8999
11158,140.5407
11159,119.1443
11160,140.0926
11161,133.4508
11162,130.7197
11163,161.3014
11164,122.3227
11165,125.885
11166,140.3581
11167,128.4784
11168,133.8422
11169,132.1716
11170,122.9415
11171,125.929
11172,114.5908
11173,142.7732
11174,123.9729
11175,140.0618
11176,114.1975
11177,143.4608
11178,125.9477
11179,134.934
11180,124.4463
11181,139.5923
11182,133.8821
11183,109.7327
11184,130.0861
11185,148.078
11186,137.6673
11187,138.0438
11188,99.8475
11189,129.1743
11190,127.8665
11191,138.8552
11192,137.1565
11193,122.353
11194,119.8123
11195,94.96925
11196,126.5541
11197,131.4434
11198,117.0252
11199,142.9877
11200,119.2235
11201,127.5277
11202,137.932
11203,132.5571
11204,129.1731
11205,102.0226
11206,124.2182
11207,126.5379
11208,146.6106
11209,127.3544
11210,125.154
11211,111.7997
11212,131.5771
11213,136.3176
11214,112.6251
11215,139.5179
11216,134.7177
11217,138.402
11218,127.648
11219,122.0678
11220,137.6559
11221,116.6165
11222,123.1258
11223,130.5181
11224,108.9897
11225,127.3182
11226,114.3916
11227,118.4764
11228,108.4403
11229,116.2668
11230,110.0552
11231,135.5553
11232,138.4753
11233,138.7668
11234,140.5522
11235,112.5476
11236,144.4723
11237,146.1089
11238,142.0065
11239,129.2138
11240,97.54695
11241,111.3128
11242,105.9587
11243,123.054
11244,111.6079
11245,116.3412
11246,143.3796
11247,118.9773
11248,112.249
11249,119.7445
11250,123.9979
11251,120.0737
11252,123.2477
11253,115.6794
11254,129.7024
11255,122.1816
11256,136.8307
11257,107.139
11258,136.646
11259,144.4917
11260,133.8346
11261,139.6385
11262,131.6732
11263,119.9805
11264,134.7468
11265,121.1382
11266,116.0245
11267,129.3706
11268,128.5607
11269,122.1977
11270,138.8583
11271,125.3635
11272,118.9452
11273,131.205
11274,140.5079
11275,127.6927
11276,149.9238
11277,143.4204
11278,109.1462
11279,133.1513
11280,128.282
11281,115.708
11282,119.3005
11283,121.7782
11284,133.7709
11285,144.1309
11286,118.6697
11287,125.7451
11288,127.2779
11289,109.628
11290,122.7538
11291,143.1601
11292,129.3743
11293,127.3683
11294,131.7569
11295,113.4029
11296,128.4934
11297,131.5506
11298,114.4853
11299,119.7512
11300,123.5191
11301,125.501
11302,104.503
11303,129.5221
11304,130.2365
11305,116.3739
11306,134.5489
11307,124.1367
11308,114.7549
11309,111.9589
11310,136.4722
11311,117.5179
11312,144.2782
11313,120.1249
11314,121.1693
11315,134.5615
11316,128.8891
11317,130.7289
11318,137.1791
11319,122.4975
11320,125.9014
11321,131.5585
11322,127.2729
11323,128.7227
11324,110.5548
11325,139.0637
11326,147.0216
11327,126.4595
11328,131.422
11329,116.3804
11330,133.9893
11331,132.3045
11332,125.0725
11333,131.3701
11334,114.4842
11335,121.9002
11336,115.3191
11337,137.6658
11338,127.6122
11339,121.0852
11340,127.1722
11341,132.6592
11342,121.6419
11343,132.0125
11344,141.8868
11345,118.2895
11346,127.1461
11347,104.2896
11348,131.5896
11349,140.3956
11350,130.0709
11351,92.95851
11352,100.0969
11353,118.3399
11354,108.3967
11355,121.1313
11356,148.4892
11357,109.0414
11358,122.7271
11359,125.1308
11360,158.5864
11361,129.8334
11362,120.5883
11363,125.7361
11364,140.7733
11365,125.7448
11366,123.4432
11367,136.7116
11368,101.8813
11369,139.6614
11370,114.2835
11371,124.5219
11372,105.9248
11373,126.5531
11374,131.7105
11375,126.9896
11376,111.0062
11377,139.2123
11378,128.2677
11379,131.1318
11380,107.4615
11381,120.3788
11382,117.7681
11383,130.1581
11384,134.4154
11385,97.59535
11386,135.7524
11387,113.2162
11388,126.9371
11389,127.5937
11390,117.278
11391,137.5881
11392,130.8984
11393,132.4786
11394,132.6127
11395,114.6091
11396,125.0861
11397,118.9217
11398,141.9674
11399,115.6628
11400,123.179
11401,94.80076
11402,131.0935
11403,117.8275
11404,121.0242
11405,143.0423
11406,132.6294
11407,120.9344
11408,147.5025
11409,111.7266
11410,120.0749
11411,121.643
11412,148.0281
11413,109.7752
11414,112.6096
11415,142.5829
11416,130.5145
11417,140.6775
11418,131.27
11419,121.7807
11420,134.6241
11421,115.8979
11422,135.8761
11423,124.4171
11424,138.0321
11425,105.214
11426,132.0323
11427,146.9268
11428,124.9584
11429,129.9676
11430,146.005
11431,121.1278
11432,136.2651
11433,130.4589
11434,142.3053
11435,118.0806
11436,150.6201
11437,123.7902
11438,130.4262
11439,129.1751
11440,125.6023
11441,134.5728
11442,105.241
11443,136.9115
11444,135.3094
11445,131.5153
11446,123.587
11447,133.6891
11448,104.6315
11449,130.3269
11450,103.2679
11451,91.91782
11452,128.9407
11453,135.0216
11454,135.0446
11455,124.9177
11456,126.3595
11457,126.7573
11458,126.2663
11459,129.0322
11460,111.3459
11461,140.2121
11462,124.1369
11463,131.4201
11464,122.2223
11465,137.8933
11466,114.223
11467,124.4828
11468,125.8178
11469,121.0964
11470,138.6358
11471,144.0267
11472,121.9667
11473,119.4164
11474,129.9217
11475,126.7556
11476,126.4184
11477,128.8556
11478,137.4614
11479,134.2599
11480,127.9704
11481,127.0232
11482,115.0187
11483,135.4107
11484,144.5351
11485,90.53995
11486,129.2909
11487,134.3019
11488,126.0679
11489,115.8649
11490,125.3238
11491,124.459
11492,132.9899
11493,125.6796
11494,123.1893
11495,135.5127
11496,124.922
11497,123.3747
11498,142.7375
11499,129.5475
11500,118.9415
11501,112.7087
11502,137.8801
11503,144.6277
11504,115.1205
11505,104.0809
11506,106.3248
11507,146.4763
11508,133.916
11509,109.9157
11510,131.2306
11511,147.1966
11512,128.0001
11513,111.019
11514,119.4562
11515,134.9003
11516,115.3375
11517,131.3844
11518,114.0256
11519,101.7174
11520,92.82921
11521,131.0869
11522,107.4364
11523,126.1098
11524,137.515
11525,126.1272
11526,129.6272
11527,135.0258
11528,123.585
11529,136.8641
11530,123.2561
11531,134.3756
11532,137.0752
11533,124.3728
11534,119.3693
11535,105.7505
11536,133.1973
11537,123.2818
11538,129.2904
11539,134.9439
11540,145.046
11541,122.5997
11542,127.4652
11543,130.1691
11544,129.3011
11545,124.9616
11546,132.9052
11547,131.7003
11548,111.3766
11549,124.6763
11550,119.5688
11551,148.7831
11552,115.5961
11553,122.886
11554,117.6958
11555,118.365
11556,125.6417
11557,139.4027
11558,151.9319
11559,135.0001
11560,130.4542
11561,140.0553
11562,112.1645
11563,131.2794
11564,120.4721
11565,134.9733
11566,154.2355
11567,116.072
11568,136.0275
11569,126.5166
11570,113.9339
11571,118.3588
11572,112.5993
11573,118.7813
11574,144.7324
11575,146.4177
11576,132.5791
11577,117.092
11578,119.0942
11579,118.3285
11580,135.3268
11581,113.0279
11582,144.2777
11583,118.2912
11584,107.3803
11585,121.2519
11586,117.004
11587,142.8254
11588,150.6553
11589,136.7121
11590,116.4109
11591,107.2826
11592,121.8903
11593,129.8416
11594,141.6232
11595,118.0369
11596,118.4175
11597,149.4627
11598,139.2446
11599,139.38
11600,115.7434
11601,112.8632
11602,119.4641
11603,126.8161
11604,125.0752
11605,146.0231
11606,98.10936
11607,137.7401
11608,129.1596
11609,125.3354
11610,111.402
11611,128.8616
11612,132.245
11613,136.4106
11614,133.7811
11615,132.9299
11616,108.615
11617,142.8921
11618,127.2684
11619,119.0967
11620,118.0137
11621,147.7838
11622,125.1014
11623,117.8889
11624,144.7944
11625,128.7692
11626,118.4163
11627,136.656
11628,145.7856
11629,126.3564
11630,105.3418
11631,136.0772
11632,120.8592
11633,121.0389
11634,136.6009
11635,123.4204
11636,132.5145
11637,125.0189
11638,137.0073
11639,110.0215
11640,124.8993
11641,116.8211
11642,121.3857
11643,142.8913
11644,118.5255
11645,138.3916
11646,121.8284
11647,113.6392
11648,148.4025
11649,134.3959
11650,133.8105
11651,111.0307
11652,127.3908
11653,123.1092
11654,122.0871
11655,132.5142
11656,121.7055
11657,126.1179
11658,131.4652
11659,141.6373
11660,114.939
11661,128.8125
11662,125.1513
11663,124.1839
11664,120.5915
11665,119.3337
11666,117.0906
11667,125.0172
11668,120.3051
11669,140.2045
11670,120.404
11671,141.0221
11672,140.5568
11673,144.9609
11674,116.703
11675,130.7339
11676,120.7876
11677,122.0425
11678,116.5946
11679,133.0562
11680,139.6702
11681,123.8558
11682,141.2783
11683,140.3705
11684,149.7633
11685,127.3852
11686,136.24
11687,139.3232
11688,133.1216
11689,125.669
11690,135.8714
11691,123.6386
11692,130.6726
11693,125.4746
11694,116.6893
11695,116.2552
11696,114.064
11697,118.3278
11698,113.2242
11699,131.1598
11700,132.3018
11701,122.2873
11702,121.5602
11703,121.3552
11704,134.2459
11705,145.0568
11706,119.2517
11707,131.099
11708,113.3891
11709,136.8925
11710,136.5469
11711,134.8073
11712,123.4971
11713,136.7408
11714,139.7817
11715,117.9879
11716,133.2887
11717,130.9393
11718,113.0275
11719,114.7648
11720,133.7697
11721,132.1181
11722,117.6389
11723,124.8642
11724,129.34
11725,138.3304
11726,122.5121
11727,131.5862
11728,109.587
11729,124.6232
11730,142.1931
11731,142.8201
11732,127.0407
11733,136.2919
11734,107.3359
11735,136.8962
11736,121.4571
